tissue,roc_auc,pr_auc,pos_count_test
hypothalamus,0.8122897169837994,0.21102946729503774,113
neostriatum,0.8122364890762744,0.026394831168684664,8
trachea,0.8120636358791238,0.06018990651057865,29
limbic system,0.810069507956832,0.23584360419909645,132
erythroid cell,0.8090231352052185,0.17686678401425313,19
diencephalon,0.80790761851572,0.21921160421404032,122
culture condition,0.8038448246068773,0.12870243213127616,45
other source,0.803369621565578,0.1295978109876687,45
cell culture,0.8025228961465354,0.1289769109873021,45
culture condition:antigen-presenting cell,0.8024710558147572,0.12868410830031066,45
culture condition:cd8+ cell,0.8011191486138464,0.12622352806984158,41
tonsil,0.7981969486823856,0.20603904017372904,42
plant embryo,0.7952344265903587,0.2982241331308936,21
fibre tract,0.792892591279688,0.0689028423068153,13
shoot,0.7927397461295767,0.2985236883762125,21
plant vessel,0.792611343458801,0.29801516883420226,21
stem,0.7914373761831388,0.2976279992058599,21
vascular tissue,0.7912539437963166,0.29688578403620136,21
hypocotyl,0.7908503925453078,0.29818821453067307,21
leaf,0.7908137060679432,0.29866802495841976,21
whole plant,0.7907770195905789,0.2979425275336416,21
vascular bundle,0.79053855748771,0.2969849066468932,21
seed,0.7902267224301123,0.2979930088559666,21
gall bladder,0.7901777346079785,0.1896259262764977,93
parenchyma,0.7894563064054589,0.2975190319390838,21
plumule,0.7894196199280943,0.29714114913606837,21
midbrain,0.7892591279688054,0.06851362678597607,13
plant,0.7886858903808057,0.29746428607119385,21
seedling,0.7881906229363856,0.2977276664973802,21
cerebral peduncle,0.7881070542360865,0.06761408514813304,13
plant form,0.7878421014014234,0.2974337178594174,21
spleen,0.7841418176630047,0.30506966686763964,172
retina,0.7839451648235168,0.11692819695133279,44
ileocecum,0.7826418703074449,0.24434236249319755,118
cecum,0.7825910025026959,0.24355476634360346,118
vermiform appendix,0.7825706553807964,0.24345071003167015,118
abdomen,0.7817598691291059,0.11046415804963504,36
ascites,0.779284515045848,0.10895930300003237,36
adipose tissue,0.7776612930945588,0.23854334570387392,141
epithalamus,0.7773410435431435,0.059946180233786034,29
pineal gland,0.7767681074455044,0.058056615532085264,29
colon,0.7765466387622978,0.24425275063291296,123
hematopoietic stem cell,0.7742734709777952,0.11778937841467894,50
adult stem cell,0.7739228671601092,0.11833256748353622,50
connective tissue,0.7738899346694719,0.2584684529353867,154
myeloid progenitor cell,0.7738761199844176,0.11873301497728715,50
adrenal gland,0.7731844175591696,0.19901517036454683,96
marrow cell,0.7729957148422282,0.11758527148734063,50
blast cell,0.7720841449162447,0.11771606795575475,50
muscle,0.769957758119318,0.22389304528834186,104
bone marrow,0.7692982732295487,0.23184341720662316,101
adrenal cortex,0.767978868438991,0.1300300216891071,9
null cell,0.7654169395328531,0.1522805052843336,72
natural killer cell,0.7653896529142109,0.15335149127341396,72
large granular lymphocyte,0.7649639816633923,0.15188512363512927,72
leukocyte,0.7621299913670748,0.17075436861295196,109
mouth,0.7592434505582878,0.21647021226511326,130
urinary bladder,0.7587837555824534,0.2034986577886778,95
bladder,0.7584398073836277,0.21272492241348992,125
uterine cervix,0.7581805787001968,0.10770565769937582,41
